source_id,source_path,source_sha,line,mac_command_id,classification,milestone,status,evidence
OpenStorageSenseFromHome,src/Files.App/Actions/Open/OpenStorageSenseFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenStorageSenseFromHomeAction.cs#L6
OpenStorageSenseFromSidebar,src/Files.App/Actions/Open/OpenStorageSenseFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenStorageSenseFromSidebarAction.cs#L6
OpenTerminal,src/Files.App/Actions/Open/OpenTerminalAction.cs,99951c66928c4da714da8b1dd46039421182cbab,10,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenTerminalAction.cs#L10
OpenTerminalAsAdmin,src/Files.App/Actions/Open/OpenTerminalAsAdminAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenTerminalAsAdminAction.cs#L6
OpenTerminalFromHome,src/Files.App/Actions/Open/OpenTerminalFromHomeAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenTerminalFromHomeAction.cs#L6
OpenTerminalFromSidebar,src/Files.App/Actions/Open/OpenTerminalFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Open/OpenTerminalFromSidebarAction.cs#L6
CopyItemFromShelf,src/Files.App/Actions/Shelf/CopyItemFromShelfAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Shelf/CopyItemFromShelfAction.cs#L8
CutItemFromShelf,src/Files.App/Actions/Shelf/CutItemFromShelfAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Shelf/CutItemFromShelfAction.cs#L8
DeleteItemFromShelf,src/Files.App/Actions/Shelf/DeleteItemFromShelfAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Shelf/DeleteItemFromShelfAction.cs#L6
ToggleDetailsPane,src/Files.App/Actions/Show/ToggleDetailsPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleDetailsPaneAction.cs#L6
ToggleDotFilesSetting,src/Files.App/Actions/Show/ToggleDotFilesSettingAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleDotFilesSettingAction.cs#L6
ToggleDualPane,src/Files.App/Actions/Show/ToggleDualPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleDualPaneAction.cs#L6
ToggleFilterHeader,src/Files.App/Actions/Show/ToggleFilterHeaderAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleFilterHeaderAction.cs#L6
ToggleInfoPane,src/Files.App/Actions/Show/ToggleInfoPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleInfoPaneAction.cs#L6
TogglePreviewPane,src/Files.App/Actions/Show/TogglePreviewPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/TogglePreviewPaneAction.cs#L6
ToggleShelfPane,src/Files.App/Actions/Show/ToggleShelfPaneAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleShelfPaneAction.cs#L6
ToggleShowFileExtensions,src/Files.App/Actions/Show/ToggleShowFileExtensionsAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleShowFileExtensionsAction.cs#L6
ToggleShowHiddenItems,src/Files.App/Actions/Show/ToggleShowHiddenItemsAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleShowHiddenItemsAction.cs#L6
ToggleSidebar,src/Files.App/Actions/Show/ToggleSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,9,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleSidebarAction.cs#L9
ToggleToolbar,src/Files.App/Actions/Show/ToggleToolbarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Show/ToggleToolbarAction.cs#L6
CopyItemFromSidebar,src/Files.App/Actions/Sidebar/CopyItemFromSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,10,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Sidebar/CopyItemFromSidebarAction.cs#L10
PinFolderToSidebar,src/Files.App/Actions/Sidebar/PinFolderToSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,8,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Sidebar/PinFolderToSidebarAction.cs#L8
UnpinFolderFromSidebar,src/Files.App/Actions/Sidebar/UnpinFolderToSidebarAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Sidebar/UnpinFolderToSidebarAction.cs#L6
PinToStart,src/Files.App/Actions/Start/PinToStartAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Start/PinToStartAction.cs#L6
UnpinFromStart,src/Files.App/Actions/Start/UnpinFromStartAction.cs,99951c66928c4da714da8b1dd46039421182cbab,6,,V,planned,awaiting-behavior-review,https://github.com/files-community/Files/blob/99951c66928c4da714da8b1dd46039421182cbab/src/Files.App/Actions/Start/UnpinFromStartAction.cs#L6
